"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
0.398051224212629,-0.902702798645085,0.186,0.261,1,"GPC5","Smooth_muscle_cells"
0.398988003875777,-0.150630312088671,0.256,0.37,1,"DDX5","Smooth_muscle_cells"
0.404793853628327,-0.649936728265118,0.349,0.435,1,"GRM3","Smooth_muscle_cells"
0.406720372505757,-0.281214421898814,0.14,0.217,1,"RPL28","Smooth_muscle_cells"
0.407159486679838,0.599797541884098,0.256,0.196,1,"PXK","Smooth_muscle_cells"
0.410019391869837,0.885793096161203,0.256,0.196,1,"CACNA2D1","Smooth_muscle_cells"
0.411261408406622,1.09729720135491,0.233,0.174,1,"CLK1","Smooth_muscle_cells"
0.411477523891227,0.190406605746396,0.163,0.261,1,"PARK2","Smooth_muscle_cells"
0.412775377236229,-0.317740297923929,0.163,0.239,1,"VTI1A","Smooth_muscle_cells"
0.413805218724154,0.734727121970207,0.233,0.174,1,"RYBP","Smooth_muscle_cells"
0.413817446912674,0.834262795521121,0.233,0.174,1,"GAB2","Smooth_muscle_cells"
0.41727138975706,0.834262795521121,0.209,0.152,1,"CKB","Smooth_muscle_cells"
0.417393031696457,0.931287249915986,0.349,0.304,1,"TMEM144","Smooth_muscle_cells"
0.423935949329207,0.644784996657408,0.256,0.196,1,"OSBPL1A","Smooth_muscle_cells"
0.430328998223093,-0.45909614716947,0.279,0.348,1,"MAPK10","Smooth_muscle_cells"
0.431601660257591,0.208328513743659,0.395,0.304,1,"DOCK4","Smooth_muscle_cells"
0.434113135987049,-0.150630312088671,0.209,0.304,1,"WDFY3","Smooth_muscle_cells"
0.436478512423882,-0.639668392811291,0.186,0.261,1,"GOLGA4","Smooth_muscle_cells"
0.437768218230236,0.682259702076071,0.209,0.152,1,"PPP2R3A","Smooth_muscle_cells"
0.440729023367441,0.734727121970207,0.233,0.174,1,"DENND5A","Smooth_muscle_cells"
0.441600746764238,1.19683287490583,0.279,0.261,1,"CH17-189H20.1","Smooth_muscle_cells"
0.44190859443176,-0.250626102065392,0.163,0.239,1,"DIP2C","Smooth_muscle_cells"
0.443188235185999,0.682259702076071,0.256,0.196,1,"LAMP2","Smooth_muscle_cells"
0.443546609691727,-0.265272878029793,0.326,0.413,1,"TCF4","Smooth_muscle_cells"
0.445771891475007,0.627811918053695,0.209,0.152,1,"PLEKHH1","Smooth_muscle_cells"
0.447000327916735,-0.372188081946305,0.186,0.261,1,"MAGI1","Smooth_muscle_cells"
0.453140300953869,-0.372188081946305,0.163,0.239,1,"KCNH8","Smooth_muscle_cells"
0.456395985485254,-0.224630893532447,0.163,0.239,1,"RPL19","Smooth_muscle_cells"
0.456590104940963,0.489614624133675,0.302,0.239,1,"SHTN1","Smooth_muscle_cells"
0.459719699474324,0.249300294799965,0.209,0.304,1,"TULP4","Smooth_muscle_cells"
0.461111350473899,0.718785578101185,0.302,0.261,1,"NUTM2A-AS1","Smooth_muscle_cells"
0.462133267500126,0.3452247147985,0.302,0.239,1,"ZNF280D","Smooth_muscle_cells"
0.463199103007567,0.556728819992212,0.209,0.152,1,"ANKRD10","Smooth_muscle_cells"
0.468609258508581,0.512334700633759,0.233,0.174,1,"CFL1","Smooth_muscle_cells"
0.470806615325303,0.484320324464162,0.233,0.174,1,"UBE2D3","Smooth_muscle_cells"
0.472149276311792,0.682259702076071,0.209,0.152,1,"CAMK2D","Smooth_muscle_cells"
0.473539862785946,-0.224630893532447,0.186,0.261,1,"SCAPER","Smooth_muscle_cells"
0.473579251305651,0.257761873548161,0.326,0.261,1,"SLC12A2","Smooth_muscle_cells"
0.476843129841479,0.475808824608644,0.233,0.174,1,"PAPOLA","Smooth_muscle_cells"
0.486519880038978,-0.109153676112511,0.349,0.457,1,"PTK2","Smooth_muscle_cells"
0.48884158991143,-0.540132719260377,0.186,0.239,1,"ZFAND3","Smooth_muscle_cells"
0.493227604710102,-0.487665299366241,0.233,0.283,1,"TSC22D1","Smooth_muscle_cells"
0.496134493661777,0.438334119189982,0.279,0.217,1,"DOCK3","Smooth_muscle_cells"
0.496155447045728,0.562960773703727,0.372,0.326,1,"DLG1","Smooth_muscle_cells"
0.506028275581347,0.360331607188709,0.233,0.174,1,"FAM13B","Smooth_muscle_cells"
0.507075709242171,-0.580774703757722,0.233,0.283,1,"MIR219A2","Smooth_muscle_cells"
0.515001961531021,0.454849205972999,0.442,0.391,1,"MT-CO3","Smooth_muscle_cells"
0.52549983716055,-0.487665299366241,0.279,0.326,1,"RTN4","Smooth_muscle_cells"
0.526211281055717,0.130464065290114,0.605,0.565,1,"TCF12","Smooth_muscle_cells"
0.526484555259441,-0.429949801509954,0.465,0.5,1,"CLDN11","Smooth_muscle_cells"
0.52697962586992,0.208328513743659,0.279,0.391,1,"SORBS1","Smooth_muscle_cells"
0.527828214245251,0.644784996657409,0.233,0.196,1,"HIP1","Smooth_muscle_cells"
0.528041906887393,0.594796860825732,0.186,0.261,1,"SMYD3","Smooth_muscle_cells"
0.534193605938793,0.775369106467553,0.233,0.196,1,"SPPL3","Smooth_muscle_cells"
0.534282532476767,0.23480072510485,0.209,0.152,1,"FNBP1","Smooth_muscle_cells"
0.534808112641669,0.725328423967957,0.233,0.196,1,"CHN2","Smooth_muscle_cells"
0.535572747431685,-0.165737204478879,0.163,0.217,1,"RICTOR","Smooth_muscle_cells"
0.537987917661225,0.5354183137468,0.442,0.435,1,"FMNL2","Smooth_muscle_cells"
0.541759017675565,0.713968561803409,0.302,0.261,1,"TUBA1A","Smooth_muscle_cells"
0.543150212941935,0.562960773703727,0.372,0.326,1,"CDC42BPA","Smooth_muscle_cells"
0.544229765858137,0.834262795521121,0.209,0.174,1,"ARHGAP5","Smooth_muscle_cells"
0.547506938391807,-0.317740297923929,0.186,0.239,1,"NKTR","Smooth_muscle_cells"
0.553617451834103,-0.224630893532447,0.186,0.239,1,"TRA2A","Smooth_muscle_cells"
0.56629768713014,0.206921692529413,0.465,0.413,1,"LRP1B","Smooth_muscle_cells"
0.572163764070278,-0.165737204478879,0.163,0.217,1,"HIBCH","Smooth_muscle_cells"
0.581926971850442,2.44522050477522,0.209,0.196,1,"DPP10","Smooth_muscle_cells"
0.585971922863581,-0.286031438196591,0.349,0.391,1,"PLXDC2","Smooth_muscle_cells"
0.586057511708011,0.862831947717892,0.349,0.348,1,"GPHN","Smooth_muscle_cells"
0.586797884572139,-0.165737204478879,0.326,0.391,1,"FHIT","Smooth_muscle_cells"
0.595461444994913,-0.668237545008062,0.209,0.239,1,"RPL8","Smooth_muscle_cells"
0.597982179299466,-0.224630893532447,0.209,0.261,1,"ZNF609","Smooth_muscle_cells"
0.599621916335137,0.319689622691363,0.419,0.37,1,"NTM","Smooth_muscle_cells"
0.602162485419953,0.682259702076071,0.279,0.261,1,"ELMO1","Smooth_muscle_cells"
0.603338121318321,0.402151782883336,0.279,0.239,1,"TRIM2","Smooth_muscle_cells"
0.608452024323071,0.445220504775222,0.233,0.196,1,"RAPGEF5","Smooth_muscle_cells"
0.609716926518767,-0.75685193218163,0.279,0.348,1,"APOD","Smooth_muscle_cells"
0.61021436803482,0.544756178326136,0.209,0.174,1,"MPRIP","Smooth_muscle_cells"
0.613991183441385,0.475808824608644,0.209,0.174,1,"SOD1","Smooth_muscle_cells"
0.613991183441385,0.475808824608645,0.209,0.174,1,"TTC3","Smooth_muscle_cells"
0.615123437419929,-0.19220941584007,0.302,0.348,1,"DENND4A","Smooth_muscle_cells"
0.620364987554829,0.571228389687327,0.279,0.261,1,"PRUNE2","Smooth_muscle_cells"
0.623547842714252,-0.137168052282108,0.233,0.304,1,"ASH1L","Smooth_muscle_cells"
0.626737595165191,0.289942279297311,0.326,0.283,1,"EIF1","Smooth_muscle_cells"
0.630589806913155,0.370315695761331,0.279,0.348,1,"AGAP1","Smooth_muscle_cells"
0.631590484975249,0.566782484656135,0.209,0.174,1,"MT-ND1","Smooth_muscle_cells"
0.642901256431321,0.3868038185499,0.209,0.174,1,"SREBF2","Smooth_muscle_cells"
0.646016454040365,-0.125095219981533,0.233,0.283,1,"SON","Smooth_muscle_cells"
0.648001214998904,-0.405203139174268,0.209,0.239,1,"FUT8","Smooth_muscle_cells"
0.652220218681044,0.33830530085871,0.209,0.174,1,"MAML3","Smooth_muscle_cells"
0.653359159064231,0.190406605746396,0.256,0.217,1,"ZNF292","Smooth_muscle_cells"
0.653418802143067,-0.165737204478879,0.256,0.304,1,"SIK2","Smooth_muscle_cells"
0.657639168635576,0.190406605746396,0.326,0.413,1,"PTPRK","Smooth_muscle_cells"
0.664413031100642,1.09729720135492,0.233,0.217,1,"MT-CYB","Smooth_muscle_cells"
0.666493625135428,0.267222202797227,0.186,0.239,1,"UBB","Smooth_muscle_cells"
0.677414738867662,0.249300294799965,0.209,0.174,1,"DLEU2","Smooth_muscle_cells"
0.678659368512185,0.445220504775222,0.209,0.174,1,"UBR3","Smooth_muscle_cells"
0.682498289702838,0.212774418774851,0.186,0.239,1,"TNRC6C","Smooth_muscle_cells"
0.682533542181018,0.23480072510485,0.209,0.174,1,"MGEA5","Smooth_muscle_cells"
0.687282425098696,0.190406605746396,0.279,0.239,1,"MYO6","Smooth_muscle_cells"
0.70803705843742,-0.125095219981533,0.256,0.304,1,"ADGRL3","Smooth_muscle_cells"
0.720414564103086,0.434332188632486,0.326,0.326,1,"MAML2","Smooth_muscle_cells"
0.733682559631897,-0.224630893532447,0.186,0.217,1,"PMP22","Smooth_muscle_cells"
0.735616382888214,0.267222202797227,0.209,0.261,1,"SERF2","Smooth_muscle_cells"
0.737754874954266,-0.14371089814888,0.186,0.217,1,"PCM1","Smooth_muscle_cells"
0.751216926250106,-0.14371089814888,0.209,0.239,1,"PHF20L1","Smooth_muscle_cells"
0.753272122735027,0.319689622691363,0.349,0.326,1,"ITM2B","Smooth_muscle_cells"
0.756301215288661,0.289942279297311,0.233,0.196,1,"STMN1","Smooth_muscle_cells"
0.756419293112589,0.512334700633759,0.256,0.239,1,"KANSL1L","Smooth_muscle_cells"
0.760349449917274,-0.125095219981533,0.209,0.239,1,"TIAM1","Smooth_muscle_cells"
0.769329085323886,-0.109153676112512,0.209,0.239,1,"PPP6R3","Smooth_muscle_cells"
0.79067728425794,-0.265272878029793,0.302,0.326,1,"WSB1","Smooth_muscle_cells"
0.791530241392867,0.445220504775222,0.209,0.196,1,"NAV1","Smooth_muscle_cells"
0.817070924890419,-0.19220941584007,0.302,0.326,1,"BAZ2B","Smooth_muscle_cells"
0.818950693653249,0.3868038185499,0.279,0.283,1,"SH3GL3","Smooth_muscle_cells"
0.823275735500915,0.115444548065174,0.674,0.674,1,"DLG2","Smooth_muscle_cells"
0.823358771736289,0.493225877686054,0.302,0.348,1,"MEG3","Smooth_muscle_cells"
0.830259730711986,0.184760042605254,0.233,0.283,1,"KMT2C","Smooth_muscle_cells"
0.836612901173617,0.23480072510485,0.209,0.196,1,"PLA2G16","Smooth_muscle_cells"
0.836967672801136,0.222828083438774,0.209,0.196,1,"SEPW1","Smooth_muscle_cells"
0.842999107895282,0.164411397213452,0.279,0.326,1,"MAP4K5","Smooth_muscle_cells"
0.860722138596563,0.392753084881086,0.349,0.348,1,"C9orf3","Smooth_muscle_cells"
0.861246070396388,0.267222202797227,0.256,0.283,1,"CHD9","Smooth_muscle_cells"
0.866265979086662,0.360331607188709,0.233,0.261,1,"TF","Smooth_muscle_cells"
0.873083433416819,0.319689622691363,0.326,0.326,1,"LUC7L3","Smooth_muscle_cells"
0.879011799993569,0.298931062524565,0.302,0.304,1,"HMGN3","Smooth_muscle_cells"
0.879154414678613,0.556728819992212,0.209,0.239,1,"ANO4","Smooth_muscle_cells"
0.904007950112465,0.789174905992583,0.209,0.217,1,"KANK1","Smooth_muscle_cells"
0.9249025827314,0.190406605746396,0.233,0.239,1,"SNRNP70","Smooth_muscle_cells"
0.929935607102328,0.396857483213823,0.186,0.217,1,"PBX1","Smooth_muscle_cells"
0.930452373933591,0.289942279297311,0.233,0.261,1,"MBNL2","Smooth_muscle_cells"
0.931054385025033,-0.14371089814888,0.209,0.217,1,"SEC62","Smooth_muscle_cells"
0.939136120487579,0.175299713356188,0.302,0.304,1,"HNRNPA2B1","Smooth_muscle_cells"
0.94434407590449,0.14310089096804,0.395,0.413,1,"CLASP2","Smooth_muscle_cells"
0.948795463956141,0.177467550038898,0.419,0.435,1,"CLU","Smooth_muscle_cells"
0.958431293913637,-0.161014794236475,0.558,0.543,1,"FTL","Smooth_muscle_cells"
0.959654329183819,-0.277098313426583,0.442,0.435,1,"FBXL7","Smooth_muscle_cells"
0.964057692845114,0.37740512054765,0.209,0.239,1,"MYO1D","Smooth_muscle_cells"
0.966089433231882,-0.317740297923929,0.581,0.63,1,"IL1RAPL1","Smooth_muscle_cells"
0.969187437233215,0.158697746019058,0.349,0.37,1,"MBNL1","Smooth_muscle_cells"
0.981614189076879,0.196832874905829,0.209,0.217,1,"BCKDHB","Smooth_muscle_cells"
0.986194244920866,0.222828083438774,0.209,0.217,1,"SLC39A11","Smooth_muscle_cells"
0.996089352610386,0.319689622691363,0.302,0.37,1,"ATXN1","Smooth_muscle_cells"
1,0.303748078822341,0.209,0.217,1,"KLHL32","Smooth_muscle_cells"
5.67774124984644e-47,3.51417840061745,0.818,0.253,6.16034925608339e-43,"LINGO1","Neuroepithelial_cell"
9.09978783827272e-39,1.67948135017787,0.994,0.969,9.8732698045259e-35,"LINC00486","Neuroepithelial_cell"
4.96338644937517e-18,2.39701826642298,0.512,0.175,5.38527429757206e-14,"HSPA1A","Neuroepithelial_cell"
1.51712118382908e-16,-0.611110838460852,1,1,1.64607648445455e-12,"MALAT1","Neuroepithelial_cell"
3.22641845606522e-15,-1.29964144972479,0.476,0.819,3.50066402483077e-11,"LSAMP","Neuroepithelial_cell"
1.14924141253514e-14,3.91253715874966,0.229,0.019,1.24692693260063e-10,"HSPA1B","Neuroepithelial_cell"
3.75239503870394e-14,3.23446525363702,0.253,0.031,4.07134861699377e-10,"FKBP5","Neuroepithelial_cell"
1.21400907153298e-13,1.32536023696306,0.635,0.338,1.31719984261328e-09,"SPP1","Neuroepithelial_cell"
3.59140564484346e-13,-1.27294265688749,0.288,0.65,3.89667512465515e-09,"AUTS2","Neuroepithelial_cell"
6.47771158351476e-13,-1.48667982304678,0.282,0.606,7.02831706811352e-09,"NRXN1","Neuroepithelial_cell"
7.25035469789345e-13,1.38282105543462,0.7,0.462,7.86663484721439e-09,"CRYAB","Neuroepithelial_cell"
9.07481571868208e-13,-1.73245011304371,0.271,0.597,9.84617505477006e-09,"GPM6A","Neuroepithelial_cell"
3.22943475983024e-12,-1.053148476725,0.524,0.791,3.50393671441581e-08,"NPAS3","Neuroepithelial_cell"
4.71422622798463e-12,-3,0.047,0.322,5.11493545736332e-08,"NKAIN3","Neuroepithelial_cell"
4.74036019734114e-12,-1.51891630367061,0.359,0.662,5.14329081411514e-08,"CTNNA2","Neuroepithelial_cell"
1.26499204183911e-11,-1.84515987700063,0.153,0.453,1.37251636539544e-07,"TNIK","Neuroepithelial_cell"
1.28917283460073e-11,-2.04797455136936,0.188,0.503,1.39875252554179e-07,"DPP10","Neuroepithelial_cell"
1.614203820047e-11,-2.61549827388666,0.141,0.428,1.751411144751e-07,"SLC1A2","Neuroepithelial_cell"
4.03840917452848e-11,-2.15594257913311,0.129,0.419,4.3816739543634e-07,"APOE","Neuroepithelial_cell"
4.37761811418951e-11,-1.97010589061218,0.159,0.447,4.74971565389562e-07,"NTRK2","Neuroepithelial_cell"
8.62566389449904e-11,1.55942740861402,0.529,0.269,9.35884532553145e-07,"MT-ND4","Neuroepithelial_cell"
1.62353176836318e-10,2.84897202997219,0.259,0.059,1.76153196867405e-06,"GFAP","Neuroepithelial_cell"
5.1397490070363e-10,1.90025882897122,0.382,0.153,5.57662767263438e-06,"DNAJB2","Neuroepithelial_cell"
7.85220800152856e-10,-4.09869009667359,0.018,0.228,8.51964568165848e-06,"LSAMP-AS1","Neuroepithelial_cell"
8.50165280420088e-10,2.23446525363702,0.318,0.103,9.22429329255796e-06,"NDRG1","Neuroepithelial_cell"
9.21760835069786e-10,-1.96919995963052,0.106,0.362,1.00011050605072e-05,"GABRB1","Neuroepithelial_cell"
1.42024081389911e-09,-3.15662486575773,0.053,0.278,1.54096128308053e-05,"RNF219-AS1","Neuroepithelial_cell"
1.89535999709806e-09,-1.3689500101092,0.353,0.597,2.0564655968514e-05,"NTM","Neuroepithelial_cell"
3.51853521967661e-09,-1.32692877594573,0.253,0.525,3.81761071334913e-05,"RORA","Neuroepithelial_cell"
3.95903343283296e-09,-2.22086196666754,0.106,0.344,4.29555127462376e-05,"ADGRV1","Neuroepithelial_cell"
5.98673483105734e-09,-2.64545829437123,0.153,0.378,6.49560729169721e-05,"GPC5","Neuroepithelial_cell"
1.04761934288047e-08,1.43150210069658,0.512,0.303,0.000113666698702531,"MT-CO2","Neuroepithelial_cell"
1.32366903237091e-08,1.71139728664181,0.394,0.178,0.000143618090012243,"HSP90AB1","Neuroepithelial_cell"
1.3847979153645e-08,-1.95535930524299,0.1,0.331,0.000150250573817048,"SPARCL1","Neuroepithelial_cell"
1.4551348821125e-08,2.17192378756831,0.265,0.081,0.000157882134709206,"BOK","Neuroepithelial_cell"
2.20003220795063e-08,-3.45203527354619,0.024,0.209,0.000238703494562643,"NHSL1","Neuroepithelial_cell"
2.53486158627736e-08,1.24131892467809,0.535,0.319,0.000275032482111094,"QDPR","Neuroepithelial_cell"
5.76828544560656e-08,1.1583885529101,0.476,0.256,0.000625858970848312,"MT-CO3","Neuroepithelial_cell"
6.26878006281657e-08,-2.83469677087037,0.029,0.212,0.000680162636815598,"AC074363.1","Neuroepithelial_cell"
7.17477514969298e-08,1.36112721773953,0.376,0.162,0.000778463103741689,"MT-CYB","Neuroepithelial_cell"
7.47536771437688e-08,-2.53224768392324,0.035,0.222,0.000811077397009892,"KLF12","Neuroepithelial_cell"
7.84495206962421e-08,-2.49345520092618,0.035,0.222,0.000851177299554227,"INPP4B","Neuroepithelial_cell"
8.48852246913846e-08,-2.75988818322184,0.035,0.219,0.000921004687901523,"LRRC16A","Neuroepithelial_cell"
1.48518481432847e-07,-1.39002561127077,0.159,0.388,0.00161142552354638,"RP11-384F7.2","Neuroepithelial_cell"
1.55099112520785e-07,-0.779953806275941,0.5,0.725,0.00168282537085052,"LRP1B","Neuroepithelial_cell"
1.71780330120657e-07,1.52787330851434,0.282,0.097,0.00186381658180913,"MT-ND1","Neuroepithelial_cell"
1.86800779788063e-07,-1.62205181945638,0.1,0.309,0.00202678846070048,"TENM2","Neuroepithelial_cell"
3.34230253841143e-07,-0.882643049361841,0.3,0.55,0.0036263982541764,"ADGRL3","Neuroepithelial_cell"
3.66019360593503e-07,-1.96397978781534,0.094,0.294,0.0039713100624395,"GRID2","Neuroepithelial_cell"
4.84417745740863e-07,-2.03342300153745,0.088,0.278,0.00525593254128836,"PREX2","Neuroepithelial_cell"
5.05777117997368e-07,-1.85798099512757,0.071,0.259,0.00548768173027144,"EMX2","Neuroepithelial_cell"
5.55668684184156e-07,-0.651130563608267,0.476,0.709,0.00602900522339809,"ZBTB20","Neuroepithelial_cell"
5.61821146806297e-07,-2.32953762844849,0.041,0.212,0.00609575944284832,"LINC00499","Neuroepithelial_cell"
6.21818355465331e-07,-0.714294067919055,0.535,0.753,0.00674672915679884,"PPP2R2B","Neuroepithelial_cell"
7.21099859903537e-07,1.55165542951772,0.335,0.15,0.00782393347995337,"MYRF","Neuroepithelial_cell"
7.32286879171854e-07,-1.95096084134548,0.076,0.262,0.00794531263901461,"C1orf61","Neuroepithelial_cell"
7.46128658076374e-07,1.52664600513033,0.288,0.112,0.00809549594012866,"ANLN","Neuroepithelial_cell"
7.68927687922765e-07,-1.11130958320471,0.282,0.506,0.008342865413962,"NRG3","Neuroepithelial_cell"
9.45145872394275e-07,2.18937736410849,0.218,0.072,0.0102548327154779,"DNAJB1","Neuroepithelial_cell"
1.19015367803537e-06,1.24752140646247,0.388,0.197,0.0129131674066838,"AMER2","Neuroepithelial_cell"
1.340746424355e-06,1.62303054155468,0.382,0.219,0.0145470987042517,"CNTN2","Neuroepithelial_cell"
1.38454728016201e-06,-1.76357323002969,0.088,0.275,0.0150223379897578,"MGAT4C","Neuroepithelial_cell"
1.907347979936e-06,-1.61353165291793,0.141,0.328,0.0206947255823056,"ADD3","Neuroepithelial_cell"
1.95763904585413e-06,-1.54689445988764,0.088,0.275,0.0212403836475173,"KCNMA1","Neuroepithelial_cell"
2.00853638147681e-06,-1.61584181360513,0.112,0.3,0.0217926197390233,"TRPS1","Neuroepithelial_cell"
2.25894021037352e-06,-2.15785216914174,0.041,0.2,0.0245095012825527,"BMPR1B","Neuroepithelial_cell"
2.31636509344217e-06,-1.62803122261304,0.112,0.297,0.0251325612638475,"MEIS2","Neuroepithelial_cell"
2.52190518705149e-06,1.29212582202421,0.429,0.266,0.0273626712795087,"PSAP","Neuroepithelial_cell"
2.54572896649302e-06,-2.10376465357944,0.053,0.216,0.0276211592864493,"NTRK3","Neuroepithelial_cell"
2.98798268752195e-06,-2.47352127355742,0.047,0.203,0.0324196121596132,"SLC4A4","Neuroepithelial_cell"
3.16328977307863e-06,1.14173796950758,0.494,0.328,0.0343216940379031,"NDRG2","Neuroepithelial_cell"
3.19982128429004e-06,1.54606262490904,0.476,0.331,0.0347180609345469,"NEAT1","Neuroepithelial_cell"
3.26785161761171e-06,-1.86275655407564,0.065,0.231,0.035456190051087,"PHACTR1","Neuroepithelial_cell"
3.26791473932125e-06,-1.61102479730735,0.088,0.266,0.0354568749216356,"PTN","Neuroepithelial_cell"
3.307483721075e-06,-1.15275430150206,0.182,0.397,0.0358861983736638,"LRRC4C","Neuroepithelial_cell"
3.60921928286257e-06,-1.16899272674694,0.165,0.366,0.0391600292190589,"FCHSD2","Neuroepithelial_cell"
3.66415474704082e-06,-1.85564716602727,0.065,0.231,0.0397560790053929,"COL5A3","Neuroepithelial_cell"
3.85080266653423e-06,-1.38642978769439,0.124,0.316,0.0417812089318964,"PITPNC1","Neuroepithelial_cell"
3.98628691117418e-06,-1.46597446450407,0.124,0.309,0.0432512129862398,"MSI2","Neuroepithelial_cell"
4.29060844315936e-06,-1.30985526258679,0.059,0.228,0.0465531016082791,"UTY","Neuroepithelial_cell"
4.6459662835648e-06,-0.756638345874581,0.324,0.544,0.050408734176678,"MIR99AHG","Neuroepithelial_cell"
4.71629795846408e-06,1.0578765219137,0.529,0.366,0.0511718328493353,"ERBB2IP","Neuroepithelial_cell"
5.43736156832275e-06,-1.4093909361377,0.076,0.247,0.0589953730163018,"RYR3","Neuroepithelial_cell"
5.60629236843953e-06,-1.00380491220343,0.206,0.416,0.0608282721975689,"FAM155A","Neuroepithelial_cell"
5.93355702340459e-06,-1.3982503785325,0.194,0.381,0.0643790937039398,"MIR219A2","Neuroepithelial_cell"
7.38261261490996e-06,1.38827058971606,0.318,0.156,0.0801013468717731,"PRNP","Neuroepithelial_cell"
7.92542984558078e-06,-1.49163934789742,0.235,0.419,0.0859909138245515,"SLC1A3","Neuroepithelial_cell"
8.51561063516225e-06,-1.5337190711399,0.088,0.256,0.0923943753915104,"PCDH9-AS2","Neuroepithelial_cell"
9.64598969713266e-06,1.17557156458345,0.329,0.159,0.104658988213889,"MT-ND2","Neuroepithelial_cell"
