"p_val","avg_log2FC","pct.1","pct.2","p_val_adj","gene","celltype"
0.145352539985157,-0.235020029664197,0.118,0.3,1,"NCOA2","Neutrophils"
0.145605011976786,-0.765534746362977,0.235,0.45,1,"RABGAP1L","Neutrophils"
0.147977610833217,1.81942775435818,0.294,0.15,1,"QDPR","Neutrophils"
0.148476138334388,1.09244624876459,0.412,0.25,1,"GPM6B","Neutrophils"
0.148489744727577,-0.543142325026529,0.059,0.2,1,"SCMH1","Neutrophils"
0.150133373588248,1.04182017569463,0.382,0.2,1,"RNF220","Neutrophils"
0.150631976118712,-0.765534746362977,0.088,0.25,1,"TTC14","Neutrophils"
0.150631976118712,-0.765534746362977,0.088,0.25,1,"ANKIB1","Neutrophils"
0.150631976118712,-0.765534746362977,0.088,0.25,1,"TJP1","Neutrophils"
0.150829817328033,1.45685767497347,0.382,0.25,1,"ERBB2IP","Neutrophils"
0.151610026246257,-0.443606651475615,0.147,0.35,1,"PDS5B","Neutrophils"
0.151610026246257,-0.30610312772568,0.147,0.35,1,"EIF1","Neutrophils"
0.151868779298554,-0.443606651475615,0.176,0.4,1,"ANKRD12","Neutrophils"
0.15299942634158,-0.765534746362977,0.059,0.2,1,"BRAF","Neutrophils"
0.157781799053117,1.48239276708061,0.294,0.15,1,"SRRM2","Neutrophils"
0.158308456937571,-0.584962500721156,0.294,0.55,1,"FAM49B","Neutrophils"
0.162254497772699,-0.665999072812062,0.265,0.5,1,"JAZF1","Neutrophils"
0.163792071697158,1.23446525363702,0.382,0.25,1,"MT-ND2","Neutrophils"
0.164120048858166,-0.572889668420581,0.118,0.3,1,"LCOR","Neutrophils"
0.164120048858166,-0.572889668420581,0.118,0.3,1,"RP11-1000B6.3","Neutrophils"
0.166127492867878,1.23446525363702,0.324,0.15,1,"DPYD","Neutrophils"
0.166546421894791,-1.35049724708413,0.147,0.3,1,"ANAPC5","Neutrophils"
0.166546421894791,-1.18057224564182,0.147,0.3,1,"ADAM10","Neutrophils"
0.168530848656586,1.48239276708061,0.294,0.15,1,"MT-ATP6","Neutrophils"
0.172665870330839,-0.350497247084133,0.088,0.25,1,"TET2","Neutrophils"
0.172838159321429,1.64950275291587,0.235,0.1,1,"KAT2A","Neutrophils"
0.176380762055626,-1.08746284125034,0.147,0.3,1,"PELI1","Neutrophils"
0.179668418114442,-1.44360665147561,0.118,0.25,1,"LRRFIP2","Neutrophils"
0.179688202407232,-1.61353165291793,0.118,0.25,1,"SENP6","Neutrophils"
0.180748929760388,-1.05504136355796,0.147,0.3,1,"WDFY2","Neutrophils"
0.18132972951211,1.55639334852439,0.235,0.1,1,"EPS15","Neutrophils"
0.181967860472163,-0.903038270112912,0.235,0.4,1,"SH3RF3","Neutrophils"
0.182486048334336,-0.917537839808027,0.176,0.35,1,"DENND1A","Neutrophils"
0.184642254706519,-0.765534746362977,0.176,0.35,1,"PAPD4","Neutrophils"
0.186108676101754,-0.987927167699425,0.147,0.3,1,"FAM149A","Neutrophils"
0.186108676101754,-0.987927167699425,0.147,0.3,1,"TPK1","Neutrophils"
0.190448484697835,-0.765534746362977,0.176,0.35,1,"VPS13C","Neutrophils"
0.192132579902635,-0.958179824305373,0.147,0.3,1,"ZRANB2","Neutrophils"
0.194181389121754,-0.543142325026529,0.206,0.4,1,"ZNF638","Neutrophils"
0.196544598382191,-0.765534746362977,0.147,0.3,1,"KCNIP1","Neutrophils"
0.19728776637985,-0.613531652917927,0.294,0.5,1,"WDFY3","Neutrophils"
0.197482144682237,-0.93545974780529,0.147,0.3,1,"RBM6","Neutrophils"
0.197736322409308,-1.25096157353322,0.118,0.25,1,"BCAR3","Neutrophils"
0.197736322409308,-1.25096157353322,0.118,0.25,1,"STX7","Neutrophils"
0.197736322409308,-1.25096157353322,0.118,0.25,1,"ARL17B","Neutrophils"
0.206542209011233,1.37196877738696,0.324,0.2,1,"SCD5","Neutrophils"
0.207018880226675,0.148735379611139,0.618,0.35,1,"IL1RAPL1","Neutrophils"
0.211495531292895,-1.40296466697827,0.147,0.3,1,"RASSF8","Neutrophils"
0.213731572497489,-1.61353165291793,0.088,0.2,1,"APPL2","Neutrophils"
0.213764117201642,1.45685767497347,0.353,0.25,1,"CLDN11","Neutrophils"
0.214057331129131,-0.765534746362977,0.147,0.3,1,"AFF1","Neutrophils"
0.214057331129131,-0.765534746362977,0.147,0.3,1,"H2AFY","Neutrophils"
0.214737450582917,0.522896436536298,0.824,0.55,1,"PCDH9","Neutrophils"
0.215198969602026,0.934904971778115,0.294,0.15,1,"OSBPL1A","Neutrophils"
0.216242962927601,-0.858644150754459,0.294,0.45,1,"B2M","Neutrophils"
0.216669484795119,0.971430847803229,0.235,0.1,1,"PLA2G16","Neutrophils"
0.216958555559766,-1.02856915219677,0.118,0.25,1,"TTC7A","Neutrophils"
0.216958555559766,-1.02856915219677,0.118,0.25,1,"REL","Neutrophils"
0.216958555559766,-1.02856915219677,0.118,0.25,1,"HAVCR2","Neutrophils"
0.216958555559766,-1.02856915219677,0.118,0.25,1,"CUX1","Neutrophils"
0.216958555559766,-1.02856915219677,0.118,0.25,1,"KATNBL1","Neutrophils"
0.216958555559766,-1.02856915219677,0.118,0.25,1,"ATRN","Neutrophils"
0.219884037753112,1.04182017569463,0.412,0.3,1,"BIN1","Neutrophils"
0.220197851998337,-0.765534746362977,0.147,0.3,1,"KDM2A","Neutrophils"
0.222858088751286,1.16046467219325,0.324,0.2,1,"ANLN","Neutrophils"
0.223496967221613,-0.987927167699425,0.118,0.25,1,"PIK3R1","Neutrophils"
0.223496967221613,-0.987927167699425,0.118,0.25,1,"C6orf62","Neutrophils"
0.223496967221613,-0.987927167699425,0.118,0.25,1,"ELF1","Neutrophils"
0.224899314698409,0.316927413828996,0.294,0.6,1,"MBNL1","Neutrophils"
0.225204317558656,-2.02856915219677,0.088,0.2,1,"CSMD1","Neutrophils"
0.225782573126101,-0.476028129167992,0.176,0.35,1,"PTK2","Neutrophils"
0.227114764960824,1.69389687227432,0.265,0.15,1,"APLP1","Neutrophils"
0.228791736761831,0.69389687227432,0.235,0.1,1,"TMTC2","Neutrophils"
0.228823706103235,-0.765534746362977,0.118,0.25,1,"CIRBP","Neutrophils"
0.230476199165857,-1.35049724708413,0.088,0.2,1,"EIF2B3","Neutrophils"
0.230476199165857,-1.35049724708413,0.088,0.2,1,"SLC4A7","Neutrophils"
0.230476199165857,-1.35049724708413,0.088,0.2,1,"EPS8","Neutrophils"
0.230476199165857,-1.57288966842058,0.088,0.2,1,"CNTNAP4","Neutrophils"
0.230476199165857,-1.35049724708413,0.088,0.2,1,"SPECC1","Neutrophils"
0.231626703927337,-0.524526646859182,0.206,0.4,1,"FER","Neutrophils"
0.234335624547624,-0.58111017522555,0.294,0.45,1,"OXR1","Neutrophils"
0.235254213801584,-1,0.206,0.35,1,"NLGN1","Neutrophils"
0.237060464045883,-1.25096157353322,0.088,0.2,1,"KCNMB4","Neutrophils"
0.238123312508194,-0.683072586171004,0.265,0.45,1,"MARCH1","Neutrophils"
0.238123312508194,-0.678071905112638,0.265,0.45,1,"KCNMA1","Neutrophils"
0.240129670180691,-1.12810482574769,0.118,0.25,1,"CALM1","Neutrophils"
0.241377732339204,-0.765534746362977,0.294,0.45,1,"ZFAND3","Neutrophils"
0.2416516181394,0.295006795572074,0.676,0.55,1,"CADM2","Neutrophils"
0.244571196607327,-0.572889668420581,0.147,0.3,1,"LINC01608","Neutrophils"
0.244571196607327,-0.572889668420581,0.147,0.3,1,"HMGB1","Neutrophils"
0.24467541948081,-0.765534746362977,0.118,0.25,1,"CTTNBP2NL","Neutrophils"
0.24467541948081,-0.765534746362977,0.118,0.25,1,"GLS","Neutrophils"
0.24467541948081,-0.765534746362977,0.118,0.25,1,"KANSL1L","Neutrophils"
0.24467541948081,-0.765534746362977,0.118,0.25,1,"ARHGAP31","Neutrophils"
0.24467541948081,-0.765534746362977,0.118,0.25,1,"KMT2E","Neutrophils"
0.24467541948081,-0.765534746362977,0.118,0.25,1,"ERICH1","Neutrophils"
0.24467541948081,-0.765534746362977,0.118,0.25,1,"PCMTD1","Neutrophils"
0.24467541948081,-0.765534746362977,0.118,0.25,1,"ELP2","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"CD53","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"PPP1R12B","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"HCLS1","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"CCNL1","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"TMEM156","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"DDX60L","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"RAD50","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"RABGAP1","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"MON2","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"HERC2","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"BNIP2","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"ATF7IP2","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"SPNS2","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"GPATCH8","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"MAPT","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"SMURF2","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"LPIN2","Neutrophils"
0.248346590694093,-1.08746284125034,0.088,0.2,1,"SETBP1","Neutrophils"
0.248867688823677,-0.443606651475615,0.176,0.35,1,"SCFD1","Neutrophils"
0.24930356471549,-1.25096157353322,0.088,0.2,1,"EPB41L3","Neutrophils"
0.250302065337685,-0.513995979367013,0.353,0.6,1,"GNAQ","Neutrophils"
0.251307320360888,-0.765534746362977,0.118,0.25,1,"CLASP1","Neutrophils"
0.251307320360888,-0.765534746362977,0.118,0.25,1,"EEF1A1","Neutrophils"
0.255644580184954,-1.02856915219677,0.088,0.2,1,"SMG7","Neutrophils"
0.255644580184954,-1.02856915219677,0.088,0.2,1,"RAPGEF5","Neutrophils"
0.255644580184954,-1.02856915219677,0.088,0.2,1,"SLC25A13","Neutrophils"
0.255644580184954,-1.02856915219677,0.088,0.2,1,"TCF25","Neutrophils"
0.255644580184954,-1.02856915219677,0.088,0.2,1,"MED13","Neutrophils"
0.255644580184954,-1.02856915219677,0.088,0.2,1,"MFSD12","Neutrophils"
0.257258071925684,-0.765534746362977,0.118,0.25,1,"BIRC6","Neutrophils"
0.262151048709292,-0.765534746362977,0.088,0.2,1,"MBNL2","Neutrophils"
0.263452245017767,2.23446525363702,0.206,0.1,1,"CAMKMT","Neutrophils"
0.266285675908671,0.866733469136536,0.353,0.2,1,"ACTB","Neutrophils"
0.268984864128847,-1.18057224564182,0.088,0.2,1,"GPC5","Neutrophils"
0.269550677058625,-0.958179824305373,0.176,0.3,1,"KANSL1","Neutrophils"
0.273768247769885,-0.329435631556304,0.324,0.55,1,"DOCK10","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"CEP350","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"MGAT5","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"SEPT2","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"RPS14","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"LYN","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"TRPS1","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"TUBA1B","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"TMBIM6","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"ANKRD10","Neutrophils"
0.274487248706043,-0.543142325026529,0.118,0.25,1,"RBM39","Neutrophils"
0.274509065975356,-0.350497247084133,0.118,0.25,1,"ACTR2","Neutrophils"
0.274509065975356,-0.350497247084133,0.118,0.25,1,"TNRC6A","Neutrophils"
0.274509065975356,-0.350497247084133,0.118,0.25,1,"SON","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"SRSF7","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"PBRM1","Neutrophils"
0.275044759891653,-0.502500340529183,0.088,0.2,1,"FAM135A","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"ZKSCAN1","Neutrophils"
0.275044759891653,-0.502500340529183,0.088,0.2,1,"STAG2","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"DLC1","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"AUH","Neutrophils"
0.275044759891653,-0.502500340529183,0.088,0.2,1,"RPL27A","Neutrophils"
0.275044759891653,-0.502500340529183,0.088,0.2,1,"NAV2","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"TNKS2","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"ADD3","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"ARID2","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"NAP1L1","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"SPPL3","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"TRPM7","Neutrophils"
0.275044759891653,-0.280107919192735,0.088,0.2,1,"HERC1","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"SUZ12","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"SLC39A11","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"SPIRE1","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"RNMT","Neutrophils"
0.275044759891653,-0.502500340529183,0.088,0.2,1,"ZNF397","Neutrophils"
0.275044759891653,-0.765534746362977,0.088,0.2,1,"ATXN10","Neutrophils"
0.275075686922654,1.23446525363702,0.206,0.1,1,"MARCKSL1","Neutrophils"
0.275249788801083,1.45685767497347,0.206,0.1,1,"CDH20","Neutrophils"
0.277690184460749,-0.402964666978269,0.147,0.3,1,"TNRC6B","Neutrophils"
0.282429226430788,-0.765534746362977,0.088,0.2,1,"SLC1A2","Neutrophils"
0.282429226430788,-0.765534746362977,0.088,0.2,1,"MAX","Neutrophils"
0.285801051407813,-0.180572245641821,0.176,0.35,1,"NEMF","Neutrophils"
0.287214947813851,1.10893437155316,0.206,0.1,1,"RP11-81H3.2","Neutrophils"
0.287280569701766,1.23446525363702,0.206,0.1,1,"MIB1","Neutrophils"
0.287763887941962,1.04182017569463,0.265,0.15,1,"RPL31","Neutrophils"
0.288745650271147,1.16046467219325,0.294,0.2,1,"MT-CYB","Neutrophils"
0.289523769477007,-0.765534746362977,0.088,0.2,1,"NEBL","Neutrophils"
0.289785210735412,-0.595609744920665,0.206,0.35,1,"ESF1","Neutrophils"
0.291995227775889,-0.613531652917927,0.206,0.35,1,"PHF21A","Neutrophils"
0.293914684054166,-0.113458049783284,0.118,0.25,1,"PARP14","Neutrophils"
0.298348962699676,-0.93545974780529,0.176,0.3,1,"NAIP","Neutrophils"
0.298626093098134,0.69389687227432,0.324,0.2,1,"CERCAM","Neutrophils"
0.299523302980166,0.971430847803229,0.206,0.1,1,"GMDS-AS1","Neutrophils"
0.299523302980166,0.971430847803229,0.206,0.1,1,"KLHL32","Neutrophils"
0.299523302980166,0.971430847803229,0.206,0.1,1,"RPL36","Neutrophils"
0.30337829650635,-0.502500340529183,0.088,0.2,1,"TGFBR2","Neutrophils"
0.30337829650635,-0.502500340529183,0.088,0.2,1,"TSPAN5","Neutrophils"
0.30337829650635,-0.502500340529183,0.088,0.2,1,"POLK","Neutrophils"
0.30337829650635,-0.502500340529183,0.088,0.2,1,"GLTSCR1L","Neutrophils"
0.30337829650635,-0.502500340529183,0.088,0.2,1,"LONP2","Neutrophils"
0.30337829650635,-0.502500340529183,0.088,0.2,1,"SPAG9","Neutrophils"
0.303405404948835,-0.280107919192735,0.088,0.2,1,"ZDHHC17","Neutrophils"
0.303405404948835,-0.280107919192735,0.088,0.2,1,"DIP2A","Neutrophils"
0.305385410863384,-0.765534746362977,0.176,0.3,1,"FTX","Neutrophils"
0.305385410863384,-0.765534746362977,0.176,0.3,1,"BHLHE41","Neutrophils"
0.312000878571334,0.819427754358179,0.206,0.1,1,"C12orf76","Neutrophils"
0.312000878571334,0.819427754358179,0.206,0.1,1,"EPN2","Neutrophils"
0.313408199040534,1.04182017569463,0.206,0.1,1,"MYRF","Neutrophils"
0.325591432168309,-0.987927167699425,0.147,0.25,1,"HLA-DRB1","Neutrophils"
0.325591432168309,-1.35049724708413,0.147,0.25,1,"TIAM1","Neutrophils"
0.326330494447513,-0.180572245641821,0.147,0.3,1,"EIF4A2","Neutrophils"
0.3267628797509,0.934904971778115,0.206,0.1,1,"CH17-189H20.1","Neutrophils"
0.328007571739368,1.29335894269059,0.294,0.2,1,"SPOCK3","Neutrophils"
0.33015769528197,-0.443606651475615,0.206,0.35,1,"TRIP12","Neutrophils"
0.33015769528197,-0.443606651475615,0.206,0.35,1,"PNISR","Neutrophils"
0.33015769528197,-0.443606651475615,0.206,0.35,1,"CBFB","Neutrophils"
0.33015769528197,-0.443606651475615,0.206,0.35,1,"L3MBTL4","Neutrophils"
0.332799980751332,-0.502500340529183,0.206,0.35,1,"ATXN1","Neutrophils"
0.333348880299887,-0.280107919192735,0.088,0.2,1,"EEF1D","Neutrophils"
0.333348880299887,-0.280107919192735,0.088,0.2,1,"RNASE1","Neutrophils"
0.338292530929396,0.556393348524385,0.265,0.15,1,"NUAK1","Neutrophils"
0.339461014786045,-0.572889668420581,0.176,0.3,1,"CH17-437K3.1","Neutrophils"
0.339461014786045,-0.113458049783284,0.176,0.3,1,"MGAT4A","Neutrophils"
0.339461014786045,-0.572889668420581,0.176,0.3,1,"MLLT10","Neutrophils"
0.339461014786045,-0.572889668420581,0.176,0.3,1,"HERC4","Neutrophils"
0.341150157795851,-0.595609744920665,0.176,0.3,1,"DNM3","Neutrophils"
0.341150157795851,-0.595609744920665,0.176,0.3,1,"CTTNBP2","Neutrophils"
0.343350165443614,-0.563900885193326,0.382,0.6,1,"HDAC9","Neutrophils"
0.343455676149495,-0.318075769391756,0.235,0.4,1,"EXOC6B","Neutrophils"
0.347290328832822,0.556393348524385,0.206,0.1,1,"C10orf90","Neutrophils"
0.35118544065271,-0.524526646859182,0.265,0.4,1,"ANKRD17","Neutrophils"
0.358437871124325,-0.765534746362977,0.147,0.25,1,"PACS1","Neutrophils"
0.358725627349594,1.23446525363702,0.235,0.15,1,"SPIDR","Neutrophils"
0.36005030932489,-0.765534746362977,0.147,0.25,1,"CTNNB1","Neutrophils"
0.36005030932489,-0.765534746362977,0.147,0.25,1,"RNF13","Neutrophils"
0.364084104749249,-0.443606651475615,0.265,0.4,1,"SSBP2","Neutrophils"
0.367560880134667,-0.144046369616707,0.265,0.45,1,"RPS19","Neutrophils"
0.368352693293677,-0.628031222613042,0.147,0.25,1,"ANKS1B","Neutrophils"
0.369688324834672,-0.318075769391756,0.206,0.35,1,"CSGALNACT1","Neutrophils"
0.369753297447935,1.43609911480667,0.265,0.2,1,"CLDND1","Neutrophils"
0.373553243381881,-0.30610312772568,0.206,0.35,1,"RASAL2","Neutrophils"
0.378621642832347,0.934904971778115,0.235,0.15,1,"MOBP","Neutrophils"
0.378621642832347,0.934904971778115,0.235,0.15,1,"YPEL3","Neutrophils"
0.379008614475792,-1.35049724708413,0.176,0.25,1,"BAZ2B","Neutrophils"
0.379367037641429,-0.402964666978269,0.176,0.3,1,"ATXN2","Neutrophils"
0.382570730161874,-0.324962154976996,0.265,0.4,1,"DISC1","Neutrophils"
0.387461415083228,-0.30610312772568,0.176,0.3,1,"RBM5","Neutrophils"
0.391205280636663,-1.02856915219677,0.118,0.2,1,"THRAP3","Neutrophils"
0.391205280636663,-1.02856915219677,0.118,0.2,1,"B3GNT5","Neutrophils"
0.391205280636663,-1.02856915219677,0.118,0.2,1,"PLEKHA2","Neutrophils"
0.395219299247756,-0.543142325026529,0.147,0.25,1,"LIMS1","Neutrophils"
0.395219299247756,-0.543142325026529,0.147,0.25,1,"UBE2D3","Neutrophils"
0.395219299247756,-0.543142325026529,0.147,0.25,1,"RYR1","Neutrophils"
0.396404844038818,-0.572889668420581,0.147,0.25,1,"RNF144A","Neutrophils"
0.399297515695685,0.819427754358179,0.235,0.15,1,"MGEA5","Neutrophils"
0.400260562685434,-1.01346225980656,0.235,0.35,1,"ANK3","Neutrophils"
0.407350079932683,0.819427754358179,0.235,0.15,1,"KIF1B","Neutrophils"
0.416230071133362,-0.987927167699425,0.118,0.2,1,"RPS15","Neutrophils"
0.421708711900009,-0.113458049783284,0.176,0.3,1,"GRB2","Neutrophils"
0.422003162810844,0.588102208251724,0.294,0.2,1,"SLC24A2","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"RAB7A","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"AFF4","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"HLA-C","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"SNX13","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"COA1","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"MTDH","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"IL18","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"KCTD12","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"OTUD7A","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"RP11-298D21.1","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"NCOR1","Neutrophils"
0.423462878389377,-0.765534746362977,0.118,0.2,1,"NSF","Neutrophils"
0.424579493656432,-0.765534746362977,0.118,0.2,1,"CYFIP1","Neutrophils"
0.425487739640368,-0.318075769391756,0.235,0.35,1,"RNF130","Neutrophils"
0.427733254712408,-0.128104825747685,0.206,0.35,1,"DTNB","Neutrophils"
0.427763193425307,1.52724700286487,0.353,0.3,1,"PHLPP1","Neutrophils"
0.429149541585363,-0.628031222613042,0.206,0.3,1,"RAB2A","Neutrophils"
0.433849403942508,-0.350497247084133,0.147,0.25,1,"PARD3B","Neutrophils"
0.433849403942508,-0.350497247084133,0.147,0.25,1,"SRGAP3","Neutrophils"
0.433849403942508,-0.350497247084133,0.147,0.25,1,"GPX1","Neutrophils"
0.433849403942508,-0.350497247084133,0.147,0.25,1,"LRCH3","Neutrophils"
0.433849403942508,-0.350497247084133,0.147,0.25,1,"TNS3","Neutrophils"
0.433849403942508,-0.350497247084133,0.147,0.25,1,"PITPNC1","Neutrophils"
0.434616629035231,-0.402964666978269,0.147,0.25,1,"MAP4K5","Neutrophils"
0.435564048293634,-0.613531652917927,0.206,0.3,1,"CPED1","Neutrophils"
0.441873769012905,0.819427754358179,0.324,0.25,1,"DLEU2","Neutrophils"
0.44216168901854,0.556393348524385,0.235,0.15,1,"NEK7","Neutrophils"
0.442557610259343,-0.113458049783284,0.147,0.25,1,"DPYSL2","Neutrophils"
0.451563863437655,-0.113458049783284,0.265,0.4,1,"LRP1B","Neutrophils"
0.458589496613306,-0.502500340529183,0.118,0.2,1,"UBR3","Neutrophils"
0.458589496613306,-0.502500340529183,0.118,0.2,1,"PDE1A","Neutrophils"
0.458589496613306,-0.502500340529183,0.118,0.2,1,"HNRNPD","Neutrophils"
0.458589496613306,-0.502500340529183,0.118,0.2,1,"USP47","Neutrophils"
0.458589496613306,-0.502500340529183,0.118,0.2,1,"SF1","Neutrophils"
0.458589496613306,-0.502500340529183,0.118,0.2,1,"SIK2","Neutrophils"
0.458589496613306,-0.280107919192735,0.118,0.2,1,"ARHGAP12","Neutrophils"
0.458589496613306,-0.502500340529183,0.118,0.2,1,"HECTD4","Neutrophils"
0.458589496613306,-0.502500340529183,0.118,0.2,1,"SMAD2","Neutrophils"
0.459309616598248,-0.543142325026529,0.118,0.2,1,"UMAD1","Neutrophils"
0.459703150454294,0.456857674973471,0.235,0.15,1,"UBC","Neutrophils"
0.462549140032015,-0.180572245641821,0.265,0.4,1,"RERE","Neutrophils"
0.465442529419857,0.819427754358179,0.529,0.55,1,"FTL","Neutrophils"
0.466728181955217,1.04182017569463,0.353,0.3,1,"SHTN1","Neutrophils"
0.474269139540537,-0.180572245641821,0.147,0.25,1,"RYBP","Neutrophils"
0.474269139540537,-0.18057224564182,0.147,0.25,1,"BCL2","Neutrophils"
0.476124752837887,-0.465974464504069,0.265,0.35,1,"ADGRB3","Neutrophils"
0.481120001127239,-0.765534746362977,0.176,0.25,1,"CSF1R","Neutrophils"
0.486011205019916,-0.443606651475615,0.206,0.3,1,"PAN3","Neutrophils"
0.494668735606631,-0.350497247084133,0.206,0.3,1,"MYO9B","Neutrophils"
0.495013952679234,-0.280107919192735,0.118,0.2,1,"LANCL1","Neutrophils"
0.495013952679234,-0.280107919192735,0.118,0.2,1,"CHCHD3","Neutrophils"
0.495013952679234,-0.280107919192735,0.118,0.2,1,"CREBBP","Neutrophils"
0.495013952679234,-0.280107919192735,0.118,0.2,1,"RPS16","Neutrophils"
0.49535924734969,-0.350497247084133,0.118,0.2,1,"KIAA1468","Neutrophils"
0.507178822568562,-0.613531652917927,0.176,0.25,1,"CHN2","Neutrophils"
0.510797540876199,0.758027209694036,0.265,0.2,1,"PRUNE2","Neutrophils"
0.516409733601082,0.819427754358179,0.206,0.15,1,"HNRNPDL","Neutrophils"
0.51651456210552,1.04182017569463,0.206,0.15,1,"MT2A","Neutrophils"
0.519102582748224,0.758027209694036,0.324,0.3,1,"DDX17","Neutrophils"
0.522588161824695,-0.572889668420581,0.176,0.25,1,"ENTPD1-AS1","Neutrophils"
0.532782150722392,-0.30610312772568,0.206,0.3,1,"SPTLC2","Neutrophils"
0.532782150722392,-0.30610312772568,0.206,0.3,1,"ITFG1","Neutrophils"
0.538550011022455,-0.224966365000274,0.235,0.35,1,"ALCAM","Neutrophils"
0.541436025030869,-0.280107919192736,0.206,0.3,1,"PDE8A","Neutrophils"
0.542164742876187,0.69389687227432,0.206,0.15,1,"TULP4","Neutrophils"
0.542164742876187,0.69389687227432,0.206,0.15,1,"DYNC1H1","Neutrophils"
0.54267253962724,-0.628031222613042,0.235,0.3,1,"SKAP2","Neutrophils"
0.549011991845419,0.456857674973471,0.265,0.2,1,"STARD13","Neutrophils"
0.549148284811387,-0.350497247084133,0.206,0.3,1,"FOXO3","Neutrophils"
0.549249089712859,-0.387023123109247,0.176,0.25,1,"CTNNA2","Neutrophils"
0.551229322463529,0.612976876890753,0.206,0.15,1,"CCP110","Neutrophils"
0.557398764306604,-0.443606651475615,0.176,0.25,1,"MYO1D","Neutrophils"
0.562411873301873,1.30485458152842,0.235,0.2,1,"GSN","Neutrophils"
0.565501969353026,-0.402964666978269,0.176,0.25,1,"FOXN2","Neutrophils"
0.565501969353026,-0.402964666978269,0.176,0.25,1,"ACTG1","Neutrophils"
0.568416484918101,0.556393348524385,0.206,0.15,1,"CHKA","Neutrophils"
0.568416484918101,0.556393348524385,0.206,0.15,1,"RPL21","Neutrophils"
0.568416484918101,0.556393348524385,0.206,0.15,1,"PABPN1","Neutrophils"
0.570837550147572,0.371968777386958,0.265,0.2,1,"FLI1","Neutrophils"
0.57302511935539,-0.350497247084133,0.176,0.25,1,"PCM1","Neutrophils"
0.57302511935539,-0.350497247084133,0.176,0.25,1,"YWHAZ","Neutrophils"
